SATD_id,Commit_id,Project_id,Satd_type,v1_comment,v2_comment
13674,c1615b41e297cb2b3e331a042fc43213f12227e5,6,SATD_REMOVED,FIXME: Can this somehow be integrated with the package stuff?,}
13675,83f06ebc6de0abcecbe4f0e0331f525fbea30088,6,SATD_REMOVED,Then merge fixed identifiers back in,None
13676,83f06ebc6de0abcecbe4f0e0331f525fbea30088,6,SATD_REMOVED,"DM: Changed behaviour here in order to suit MathAssess project better. We now only
initialise an item once. The previous JQTI behaviour allowed items to be reinitialised,
which had the effect of rebuilding template variables, which caused randomised questions
in tests to re-randomise during navigation, which was deemed to be very confusing to students.
I have left the existing logic intact below.

FIXME-DM: Maybe we should dump this flag completely and only initialise items when it actually makes sense?",None
13677,83f06ebc6de0abcecbe4f0e0331f525fbea30088,6,SATD_REMOVED,"TODO: Not really sure what's best here, but probably not important!",None
13678,83f06ebc6de0abcecbe4f0e0331f525fbea30088,6,CLASS_OR_METHOD_CHANGED,FIXME: This way of accessing outcome values looks old... probably needs refactored!,FIXME: This way of accessing outcome values looks old... probably needs refactored!
13695,ac6719111fde08da0cced52b8bcec119a8f9b8e1,6,SATD_REMOVED,FIXME: Kill this stuff here!,None
13749,07bf7c7d8888625a9fb07557fb38fb60e3a92dd4,6,CLASS_OR_METHOD_CHANGED,TODO: Maybe allow some more control over this choice of prefix?,TODO: Maybe allow some more control over this choice of prefix?
13751,c3f5070a48b0636b1f5d7cc36b115c3edc9847ac,6,CLASS_OR_METHOD_CHANGED,FIXME: This way of accessing outcome values looks old... probably needs refactored!,FIXME: This way of accessing outcome values looks old... probably needs refactored!
13752,c3f5070a48b0636b1f5d7cc36b115c3edc9847ac,6,FILE_PATH_CHANGED,Then merge fixed identifiers back in,Then merge fixed identifiers back in
13753,c3f5070a48b0636b1f5d7cc36b115c3edc9847ac,6,SATD_REMOVED,"DM: Changed behaviour here in order to suit MathAssess project better. We now only
initialise an item once. The previous JQTI behaviour allowed items to be reinitialised,
which had the effect of rebuilding template variables, which caused randomised questions
in tests to re-randomise during navigation, which was deemed to be very confusing to students.
I have left the existing logic intact below.

FIXME-DM: Maybe we should dump this flag completely and only initialise items when it actually makes sense?",None
13754,c3f5070a48b0636b1f5d7cc36b115c3edc9847ac,6,FILE_PATH_CHANGED,"TODO: Not really sure wha's best here, but probably not important!","TODO: Not really sure what's best here, but probably not important!"
13756,14ecbbfa6444dc8e0d2f64210af674b57e719b86,6,SATD_REMOVED,"FIXME: Make sure this can now be deleted
/**
Resets this expression and all its children state (set same state like before first evaluation).
@param context TODO
/",None
13757,14ecbbfa6444dc8e0d2f64210af674b57e719b86,6,CLASS_OR_METHOD_CHANGED,"FIXME: These operators are legal in test contexts too. We
need to support this eventually.","FIXME: These operators are legal in test contexts too. We
need to support this eventually."
13761,69870631bfc0ce1a25593c832ac8cbbc12379a9f,6,SATD_MOVED_FILE,"First do QTI 2.1 namespace
TODO: If we add support for APIP, we'll need to change namespace here","First do QTI 2.1 namespace
TODO: If we add support for APIP, we'll need to change namespace here"
13762,69870631bfc0ce1a25593c832ac8cbbc12379a9f,6,CLASS_OR_METHOD_CHANGED,Consider node itself,Consider node itself
13763,69870631bfc0ce1a25593c832ac8cbbc12379a9f,6,SATD_REMOVED,TODO: Bring some of the SnuggleTeX XML Utility classes in to make this easier,None
13764,69870631bfc0ce1a25593c832ac8cbbc12379a9f,6,SATD_REMOVED,TODO: Maybe allow some more control over this choice of prefix?,-------------------------------------------------------------------------------
13767,5e52065c2d2dd816ce1f7174eddaaeeb33b70a1d,6,SATD_REMOVED,FIXME: Is the following original logic still wanted?,None
13768,5e52065c2d2dd816ce1f7174eddaaeeb33b70a1d,6,FILE_PATH_CHANGED,"TODO: If we choose to support APIP or later versions of QTI, we'll
need to change output namespace, so this will have to change.","TODO: If we choose to support APIP or later versions of QTI, we'll
need to change output namespace, so this will have to change."
13772,739c50cf9cc21afcf9d65a730045fa9ad6b4c8b4,6,SATD_REMOVED,(Slightly artificial implementation has to reflect non-directional nature of this value),None
13775,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_CHANGED,NB: Maybe this needs to account for selection/ordering?,"@Override
@ToRefactor
/* NB: Maybe this needs to account for selection/ordering? */"
13776,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,"}
"
13777,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,(blank)
13778,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,"}
}
}
"
13779,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,}
13780,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,"}
}
}"
13781,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,"NB: The 2 methods below are probably obsolete. They also dont handle the fact that
identifiers in tests are Strings, whereas elsewhere the're Identifiers.
/**
Returns all item references of given parent (identifier).
<ul>
<li>If you pass identifier of test or null, you will get all item references in test.</li>
<li>If you pass identifier of section, you will get all item references in this section.</li>
<li>If you pass identifier of item reference, you will get this item reference.</li>
<li>If you pass unknown identifier, you will get empty list.</li>
</ul>

@param identifier identifier of requested parent
@return all item references of given parent (identifier)
@see #lookupItemRefs(String, List, List)
/
@Deprecated
@ToRefactor
/* NB: Maybe this needs to account for selection/ordering? */"
13782,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,"}

/**
Returns all item references of given parent (identifier) with given conditions.

@param identifier identifier of requested parent
@param includeCategories returned item reference must contain this category
@param excludeCategories returned item reference must not contain this category
@return all item references of given parent (identifier) with given conditions
@see #lookupItemRefs(String)
/
@Deprecated
@ToRefactor
/* NB: Maybe this needs to account for selection/ordering? */"
13783,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,"}
"
13784,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,(blank)
13785,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,}
13786,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,"NB: The 2 methods below are probably obsolete. They also dont handle the fact that
identifiers in tests are Strings, whereas elsewhere they're Identifiers.
/**
Returns all item references of given parent (identifier).
<ul>
<li>If you pass identifier of test or null, you will get all item references in test.</li>
<li>If you pass identifier of section, you will get all item references in this section.</li>
<li>If you pass identifier of item reference, you will get this item reference.</li>
<li>If you pass unknown identifier, you will get empty list.</li>
</ul>

@param identifier identifier of requested parent
@return all item references of given parent (identifier)
@see #lookupItemRefs(String, List, List)
/
@Deprecated
@ToRefactor
/* NB: Maybe this needs to account for selection/ordering? */"
13787,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,"}

/**
Returns all item references of given parent (identifier) with given conditions.

@param identifier identifier of requested parent
@param includeCategories returned item reference must contain this category
@param excludeCategories returned item reference must not contain this category
@return all item references of given parent (identifier) with given conditions
@see #lookupItemRefs(String)
/
@Deprecated
@ToRefactor
/* NB: Maybe this needs to account for selection/ordering? */"
13788,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,"}
"
13789,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,(blank)
13790,c54243803a62434cb7eee3dbd256281e93e45f4b,6,SATD_REMOVED,NB: Maybe this needs to account for selection/ordering?,}
13828,aa9219f6277ce77d2f80e5c20ce8b269b4e3a1cd,6,SATD_REMOVED,"FIXME: This is too strict, but will require a lot more logic to relax",None
13843,ca590b6a426f13ab1cc1e37a6b8f41ab311b1dec,6,CLASS_OR_METHOD_CHANGED,"FIXME: I've hard-coded maxAttempts=1 (for non-adaptive) items here. In future, this
should be settable by the instructor.","FIXME: I've hard-coded maxAttempts=1 (for non-adaptive) items here. In future, this
should be settable by the instructor."
13844,ca590b6a426f13ab1cc1e37a6b8f41ab311b1dec,6,SATD_REMOVED,"Some responses could not be bound.

(This would happen if the client sends the wrong type of response data. This is
NOT the fault of the candidate - it is either caused by the API caller or the
rendering layer.)",Build Map of responses in appropriate entity form
13848,531791d82054de166934001bb041dc2b9947b6c1,6,SATD_REMOVED,FIXME: Following cant be null! Check what else uses this failure reason,Make sure an attempt is allowed
13849,531791d82054de166934001bb041dc2b9947b6c1,6,SATD_REMOVED,"FIXME: Need more rigorous state checking, e.g. no attempt after complete etc.",Make sure an attempt is allowed
13850,b4dc6cf6b6b8faf950e3dcbc5fb091e1e5e2f591,6,SATD_REMOVED,"FIXME: I've hard-coded maxAttempts=1 (for non-adaptive) items here. In future, this
should be settable by the instructor.",Pass raw response inputs (if appropriate)
13870,2110c277e7b5f616f0bc4292858f2545c2209ee5,6,SATD_REMOVED,TODO: Need to redirect somewhere useful!,None
13917,ece18e116fa950c0c125901cc145263cd83de84b,6,SATD_REMOVED,FIXME!,None
13918,ece18e116fa950c0c125901cc145263cd83de84b,6,FILE_PATH_CHANGED,FIXME: Log this better,FIXME: Log this better
13919,ece18e116fa950c0c125901cc145263cd83de84b,6,SATD_REMOVED,"No userId specified, so we'll have to synthesise something that will be unique enough",None
13934,80f01b05d9e3797bc2cddf6783f82d03cbca7b53,6,SATD_REMOVED,TODO-LATER: Maybe allow some more control over this choice of prefix?,None
13944,a7899a6aaf38d6d5f2e142eaea01823871ea8fc5,6,SATD_REMOVED,"First do QTI 2.1 namespace.
NB: We are ONLY writing out QTI 2.1 here.
TODO: If we add support for APIP, we'll need to change namespace here","If Node is an extension element, then note which package that element belongs to"
13945,a7899a6aaf38d6d5f2e142eaea01823871ea8fc5,6,SATD_CHANGED,"First do QTI 2.1 namespace.
NB: We are ONLY writing out QTI 2.1 here.
TODO: If we add support for APIP, we'll need to change namespace here","TODO: If we add support for apip:accessibility, check for it here"
13946,a7899a6aaf38d6d5f2e142eaea01823871ea8fc5,6,SATD_REMOVED,"First do QTI 2.1 namespace.
NB: We are ONLY writing out QTI 2.1 here.
TODO: If we add support for APIP, we'll need to change namespace here",Check for use of MathML
13951,a7899a6aaf38d6d5f2e142eaea01823871ea8fc5,6,SATD_REMOVED,TODO-LATER: Maybe allow some more control over this choice of prefix?,None
13963,97efd664f38827588dfa4d0c804c353250d4c1a2,6,SATD_REMOVED,"FIXME: These operators are legal in test contexts too. We
need to support this eventually.",None
13971,a27b1363856be560e70cabf0615a02d4ebc784eb,6,SATD_REMOVED,"FIXME: I've chosen not to say anything here, but it is possible for the resulting value to be illegal",None
13972,a27b1363856be560e70cabf0615a02d4ebc784eb,6,SATD_REMOVED,FIXME: What to do if we get NULL result? Is an Exception the best thing?,None
13977,47cddb402d6e31de2da11d7cb5ba830ae90a616d,6,SATD_REMOVED,FIXME: Cut & paste below! Refactor this!,None
13997,46c4b5ef047f42363944d1416d20f5d156ebb738,6,SATD_REMOVED,"Default dont get overridden in tests
FIXME: Should we even be allowed to access test variables here?",None
13999,8aa0cf8ddbe37e5096d2f9a388b1036cd0c10cd7,6,SATD_REMOVED,"/**
Provides current time.
This approach is because of testing. Timer for automated testing purposes can return discrete values
instead of real time. You do not need to modify timer in real test.
/",Test doesnt have any parent.
14000,8aa0cf8ddbe37e5096d2f9a388b1036cd0c10cd7,6,SATD_REMOVED,"(These have all moved to AssessmentTestController)
/**
Returns current result of this test (only test itself, no items).

@param parent parent of created result
@return current result of this test (only test itself, no items)
/
@ToRefactor
public TestResult getTestResult(AssessmentResult parent)",---------------------------------------------------------------
14001,8aa0cf8ddbe37e5096d2f9a388b1036cd0c10cd7,6,SATD_REMOVED,if (!(parent instanceof AssessmentItemRef)),None
14007,76f96f12f8d4f21c32fc56e454d4c90917f63fd9,6,SATD_REMOVED,"@Override
@ToRefactor
/* NB: Maybe this needs to account for selection/ordering? */",None
14032,00c8ce9c3cdf89d95f774ec0c6a531ba02aa416c,6,SATD_REMOVED,CUT & PASTE BELOW - YUCK!,None
14056,acfc80add2ea29b2e080895b02b840b6e06d00b7,6,CLASS_OR_METHOD_CHANGED,FIXME: Next wodge of code has some cut & paste!,FIXME: Next wodge of code has some cut & paste!
14057,acfc80add2ea29b2e080895b02b840b6e06d00b7,6,SATD_REMOVED,FIXME: This is probably not the right logic in general but works OK in this restricted case,None
14058,acfc80add2ea29b2e080895b02b840b6e06d00b7,6,SATD_REMOVED,"Mark test as finished.

FIXME: This would need generalised to handle multiple testParts",Deselect item
14060,c3885fffc5d344c4e39b4ed1d98121dc5ef6c52d,6,SATD_REMOVED,"Sue prefers this
Not in review state yet","(This is selection/presentation navigation, so no longer available)
(Already closed)"
14061,c3885fffc5d344c4e39b4ed1d98121dc5ef6c52d,6,CLASS_OR_METHOD_CHANGED,"Sue prefers this
Not in review state yet","Sue prefers this
Not in review state yet"
14062,c3885fffc5d344c4e39b4ed1d98121dc5ef6c52d,6,SATD_REMOVED,Allow deselection FIXME: Review when we support linear?,None
14065,cfe441e17a5878475296204a8fc45863ec2b564e,6,SATD_CHANGED,"FIXME: Only supporting NONLINEAR so far, so only outcome is to show navigation menu","FIXME: Handle the case of a degenerate test (i.e. no usable testParts, possibly because of
failed preconditions).

FIXME: Handle the case where there is a testPart, but it doesnt contain any usable
items, so gets ended immediately."
14066,cfe441e17a5878475296204a8fc45863ec2b564e,6,SATD_REMOVED,"FIXME: Only supporting NONLINEAR so far, so only outcome is to show navigation menu",Item has been selected === non-degenerate linear navigation
14067,cfe441e17a5878475296204a8fc45863ec2b564e,6,SATD_REMOVED,"FIXME: Only supporting NONLINEAR so far, so only outcome is to show navigation menu","No item selected === non-linear navigation, show menu"
14068,cfe441e17a5878475296204a8fc45863ec2b564e,6,SATD_REMOVED,"Mark item as being presented
FIXME: Is this the right place, or should it go in engine service layer?",Mark item as being presented
14069,cfe441e17a5878475296204a8fc45863ec2b564e,6,SATD_REMOVED,Allow deselection FIXME: Review when we support linear?,Mark item as being presented
14070,cfe441e17a5878475296204a8fc45863ec2b564e,6,SATD_REMOVED,"Mark item as being presented
FIXME: Is this the right place, or should it go in engine service layer?",Make sure we're in linear navigation mode
14071,cfe441e17a5878475296204a8fc45863ec2b564e,6,SATD_REMOVED,"Mark item as being presented
FIXME: Is this the right place, or should it go in engine service layer?",Find next item
14075,d15057634d80ab4c3d6037136b5a34d9af7ccb69,6,SATD_REMOVED,FIXME: Currently EXIT_TEST_PART exits the test completely,None
14076,d15057634d80ab4c3d6037136b5a34d9af7ccb69,6,SATD_REMOVED,"FIXME: Handle the case of a degenerate test (i.e. no usable testParts, possibly because of
failed preconditions).

FIXME: Handle the case where there is a testPart, but it doesnt contain any usable
items, so gets ended immediately.","An item is selected, so render it in appropriate state"
14077,d15057634d80ab4c3d6037136b5a34d9af7ccb69,6,SATD_REMOVED,"FIXME: Handle the case of a degenerate test (i.e. no usable testParts, possibly because of
failed preconditions).

FIXME: Handle the case where there is a testPart, but it doesnt contain any usable
items, so gets ended immediately.",No item selected
14078,d15057634d80ab4c3d6037136b5a34d9af7ccb69,6,SATD_REMOVED,"FIXME: Handle the case of a degenerate test (i.e. no usable testParts, possibly because of
failed preconditions).

FIXME: Handle the case where there is a testPart, but it doesnt contain any usable
items, so gets ended immediately.","testPart has ended, so must be showing testPart feedback"
14079,d15057634d80ab4c3d6037136b5a34d9af7ccb69,6,SATD_REMOVED,"FIXME: Handle the case of a degenerate test (i.e. no usable testParts, possibly because of
failed preconditions).

FIXME: Handle the case where there is a testPart, but it doesnt contain any usable
items, so gets ended immediately.","testPart not ended, so we must be showing the navigation menu in nonlinear mode"
14080,d15057634d80ab4c3d6037136b5a34d9af7ccb69,6,SATD_REMOVED,FIXME! This logic is not right!,None
14083,2206ea6d9258456285e6643cf65d8e98df436cc7,6,SATD_CHANGED,Not in review state yet,"Not in review state yet
Ditto"
14084,2206ea6d9258456285e6643cf65d8e98df436cc7,6,SATD_CHANGED,FIXME: Make sure we're allowed to review this item: allowReview OR showFeedback must be true,"We'll do effectively the same thing as closed, but tweak the available options a bit"
14085,2206ea6d9258456285e6643cf65d8e98df436cc7,6,SATD_REMOVED,FIXME: Make sure we're allowed to review this item: allowReview OR showFeedback must be true,"(Not used in review state)
(Ditto)"
14086,2206ea6d9258456285e6643cf65d8e98df436cc7,6,CLASS_OR_METHOD_CHANGED,FIXME: Need to check that the current test part is finished. We dont currently model this.,FIXME: Need to check that the current test part is finished. We dont currently model this.
14089,eb4a2d5b6926cd6e008403feeada0844df3b4b17,6,SATD_REMOVED,FIXME: Temporary override until we get decent authoring info!,None
14090,6cd678149589ecabeece4a8abddcb1b500337636,6,SATD_REMOVED,"We won't fail here, but this is probably a bad sign so let's log it!",None
14114,3b617790e6e82f75bafb5600311952ba994c32e5,6,SATD_REMOVED,FIXME: This is probably not the right logic in general but works OK in this restricted case,None
14115,3b617790e6e82f75bafb5600311952ba994c32e5,6,SATD_REMOVED,"Extract state attributes
FIXME: Remove legacy true
FIXME: Remove legacy false
FIXME: Remove legacy false",Create TestSessionState from TestPlan
14116,3b617790e6e82f75bafb5600311952ba994c32e5,6,SATD_REMOVED,"Extract state attributes
FIXME: Remove legacy true
FIXME: Remove legacy false
FIXME: Remove legacy false",Extract state attributes
14142,cceb54a8be350a9feec45c0dad187c77e38486e2,6,SATD_REMOVED,FIXME: Change this!,None
14143,cceb54a8be350a9feec45c0dad187c77e38486e2,6,CLASS_OR_METHOD_CHANGED,"If we're building HTML5, add in its custom pseudo-DOCTYPE as we cant generate this in XSLT.
(NB: This only works sanely as we've hard-coded a reasonable encoding.)","If w're building HTML5, add in its custom pseudo-DOCTYPE as we cant generate this in XSLT.
(NB: This only works sanely as we've hard-coded a reasonable encoding.)"
14166,760d97c5e628bd249b558c4357b8314ce239e4e9,6,CLASS_OR_METHOD_CHANGED,Extract item to review,Extract item to review
14167,760d97c5e628bd249b558c4357b8314ce239e4e9,6,CLASS_OR_METHOD_CHANGED,Extract item to review,Extract item to review
14168,760d97c5e628bd249b558c4357b8314ce239e4e9,6,SATD_REMOVED,"If w're building HTML5, add in its custom pseudo-DOCTYPE as we cant generate this in XSLT.
(NB: This only works sanely as we've hard-coded a reasonable encoding.)","If we're building HTML5, send its custom pseudo-DOCTYPE to the Result, as we cant generate this in XSLT."
14169,760d97c5e628bd249b558c4357b8314ce239e4e9,6,CLASS_OR_METHOD_CHANGED,Now set candidate action permissions depending on state of session,Now set candidate action permissions depending on state of session
14170,760d97c5e628bd249b558c4357b8314ce239e4e9,6,CLASS_OR_METHOD_CHANGED,Extract item to review,Extract item to review
14171,2121bb86cebcefd28af8b625e57d8616a5af824a,6,SATD_REMOVED,FIXME: Probably have further checks to do here?,Perform action
14172,2121bb86cebcefd28af8b625e57d8616a5af824a,6,SATD_REMOVED,FIXME: Add checks to make sure we can do this,None
14173,2121bb86cebcefd28af8b625e57d8616a5af824a,6,SATD_REMOVED,FIXME: Make sure the testPart is currently ended,None
14174,2121bb86cebcefd28af8b625e57d8616a5af824a,6,SATD_REMOVED,FIXME: Need to check that the current test part is finished. We dont currently model this.,None
14225,721bfcedf07ce91d4cb4409f29c4133621f33fc8,6,SATD_REMOVED,Maybe validate AssessmentPackage,None
14226,721bfcedf07ce91d4cb4409f29c4133621f33fc8,6,SATD_REMOVED,Maybe validate new AssessmentPackage,None
14228,721bfcedf07ce91d4cb4409f29c4133621f33fc8,6,FILE_PATH_CHANGED,Barf,Barf
14247,70d5d762f3b389851acb5330e936fe283b27f5a8,6,SATD_REMOVED,FIXME: This way of accessing outcome values looks old... probably needs refactored!,None
14248,70d5d762f3b389851acb5330e936fe283b27f5a8,6,SATD_REMOVED,"TODO: Filter out the required assessmentItemRef instances and get the subclass to
process them in some suitable way.",None
14271,5ebcc9e373420c88e8e7f1beb607e62ec5025b28,6,SATD_REMOVED,Create a delivery and a (hacky) token to pass back to access this delivery,Create a delivery and a token to pass back for subsequently accessing this delivery
14465,411330641153463889c4f8ce295140ee140380bb,14,SATD_REMOVED,"TODO : maybe add a break here to prevent severals plugins to
receive it",only send to last plugin raising the exception
14473,411330641153463889c4f8ce295140ee140380bb,14,CLASS_OR_METHOD_CHANGED,"FIXME : why we did that ??
this is not a good idea to force bounds when rescale = false","FIXME : why we did that ??
this is not a good idea to force bounds when rescale = false"
14476,411330641153463889c4f8ce295140ee140380bb,14,SATD_REMOVED,FIXME : mettre ca dans un stream Plugin Manager ?,None
14477,411330641153463889c4f8ce295140ee140380bb,14,SATD_REMOVED,"// FIXME : a mettre dans un stream Plugin Manager
@Override
public void registerStreamPlugin(PluginStreamGenerator pluginStreamGenerator)",None
14483,f41ed231462c9f7d5c1d99a053a00aafd0af7e97,14,SATD_REMOVED,FIXME : why we need this ???,None
14484,f41ed231462c9f7d5c1d99a053a00aafd0af7e97,14,SATD_REMOVED,FIXME : why we need this ???,None
14485,f41ed231462c9f7d5c1d99a053a00aafd0af7e97,14,SATD_REMOVED,FIXME : why we need this ???,None
14486,f41ed231462c9f7d5c1d99a053a00aafd0af7e97,14,CLASS_OR_METHOD_CHANGED,TODO: add sequences from swimming pool ?,TODO: add sequences from swimming pool ?
14487,f41ed231462c9f7d5c1d99a053a00aafd0af7e97,14,CLASS_OR_METHOD_CHANGED,TODO: add ROI from swimming pool ?,TODO: add ROI from swimming pool ?
14488,f41ed231462c9f7d5c1d99a053a00aafd0af7e97,14,CLASS_OR_METHOD_CHANGED,TODO: add Painter from swimming pool ?,TODO: add Painter from swimming pool ?
14489,f41ed231462c9f7d5c1d99a053a00aafd0af7e97,14,SATD_REMOVED,"// TODO Auto-generated method stub

}",None
14490,f41ed231462c9f7d5c1d99a053a00aafd0af7e97,14,SATD_REMOVED,"TODO : ajouter un support pour etre appelle en static ou encore pour que le plug genere son
code macro ?
TODO : ajouter le support de history ?",None
14498,89ec2167ac5e73f5db57f13eb0d377c8d1a57e6c,14,SATD_REMOVED,"safety to dispatch on AWT for sequence
afaik this is not safe at all as dead lock can occurs very quickly",None
14517,fb507a1c56bf0500865ec962fac5e1f2cad3cb8b,14,SATD_REMOVED,HashSet is better suited for add without duplication,None
14518,fb507a1c56bf0500865ec962fac5e1f2cad3cb8b,14,SATD_REMOVED,TODO: add sequences from swimming pool ?,no duplicate
14519,fb507a1c56bf0500865ec962fac5e1f2cad3cb8b,14,CLASS_OR_METHOD_CHANGED,TODO: add ROI from swimming pool ?,TODO: add ROI from swimming pool ?
14520,fb507a1c56bf0500865ec962fac5e1f2cad3cb8b,14,CLASS_OR_METHOD_CHANGED,TODO: add Painter from swimming pool ?,TODO: add Painter from swimming pool ?
14533,1041ce3105976bc6c707c0f23a5bee9cabf7ec61,14,SATD_MOVED_FILE,"FIXME : why we did that ??
this is not a good idea to force bounds when rescale = false","FIXME : why we did that ??
this is not a good idea to force bounds when rescale = false"
14534,1041ce3105976bc6c707c0f23a5bee9cabf7ec61,14,SATD_REMOVED,"FIXME : We use InvokeNow(...) to avoid the JVM deadlock bug (id: 5104239) when the
AWT
thread is initialized while others threads load some new library with
ClassLoader.loadLibrary
ThreadUtil.invokeNow(new Runnable()",patches ImageJ classes
14535,1041ce3105976bc6c707c0f23a5bee9cabf7ec61,14,SATD_REMOVED,"FIXME : We use InvokeNow(...) to avoid the JVM deadlock bug (id: 5104239) when the
AWT
thread is initialized while others threads load some new library with
ClassLoader.loadLibrary
ThreadUtil.invokeNow(new Runnable()",build main interface
14536,1041ce3105976bc6c707c0f23a5bee9cabf7ec61,14,SATD_REMOVED,// preload them here so further process won't wait them too much...,None
14555,503fda9500764f336233eba3d31386c2855e1ebc,14,SATD_REMOVED,TODO: remove that when plugin will be updated,None
14570,d57b06d2c36afd0bac7d3cd8b0f2b6dc3de94040,14,SATD_REMOVED,simple search in name and description,None
14571,d57b06d2c36afd0bac7d3cd8b0f2b6dc3de94040,14,CLASS_OR_METHOD_CHANGED,"can take sometime, better to execute it in background","can take sometime, better to execute it in background"
14572,d57b06d2c36afd0bac7d3cd8b0f2b6dc3de94040,14,SATD_REMOVED,"if we have the local search provider, we try to transfer the result
TODO: maybe we can do better than this hack...","if we have the local search provider, we try to add result if not already existing"
14573,d57b06d2c36afd0bac7d3cd8b0f2b6dc3de94040,14,SATD_REMOVED,"not already present in local result --> add it
TODO: serious hack here, try to improve that later :-/",not already present in local result --> add it
14574,d57b06d2c36afd0bac7d3cd8b0f2b6dc3de94040,14,SATD_REMOVED,FIXME : why this is needed ?,nothing here
14625,f787185854980dfb892f74d85c5088061e470fa2,14,SATD_REMOVED,TODO,easy discard
14626,f787185854980dfb892f74d85c5088061e470fa2,14,CLASS_OR_METHOD_CHANGED,TODO,TODO
14627,f787185854980dfb892f74d85c5088061e470fa2,14,SATD_REMOVED,TODO,easy discard
14628,f787185854980dfb892f74d85c5088061e470fa2,14,SATD_REMOVED,TODO,default
14629,f787185854980dfb892f74d85c5088061e470fa2,14,CLASS_OR_METHOD_CHANGED,TODO,TODO
14630,f787185854980dfb892f74d85c5088061e470fa2,14,SATD_REMOVED,if ((roi1 instanceof ROI2DShape) && (roi2 instanceof ROI2DShape)),None
14635,5b6ce9444a291c27a4d6edf893f2784ce3200854,14,SATD_REMOVED,better to use ROI position ?,None
14636,5b6ce9444a291c27a4d6edf893f2784ce3200854,14,FILE_PATH_CHANGED,this ROI doesnt take care of inclusive parameter as intersect = contains,this ROI doesnt take care of inclusive parameter as intersect = contains
14637,5b6ce9444a291c27a4d6edf893f2784ce3200854,14,FILE_PATH_CHANGED,just take care about path,just take care about path
14638,5b6ce9444a291c27a4d6edf893f2784ce3200854,14,FILE_PATH_CHANGED,TODO,TODO
14639,5b6ce9444a291c27a4d6edf893f2784ce3200854,14,FILE_PATH_CHANGED,FIXME : need a better implementation,FIXME : need a better implementation
14640,5b6ce9444a291c27a4d6edf893f2784ce3200854,14,FILE_PATH_CHANGED,FIXME: hacky method to know visibility flags should not be impacted here,None
